GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21
5503;Инспекция ФНС России по Центральному административному округу г. Омска;,644052,,,Омск г,,Северная 24-я ул,171,А,;8-800-222-2222;Код ОКПО:34808245 Режим работы понедельник, среда: 9.00 - 18.00, вторник, четверг: 9.00 - 20.00, пятница: 9.00 - 16.45, субботы, воскресенье: выходные дни.;Казначейство России (ФНС России);52701000;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;55222;Межрайонная ИФНС России № 12 по Омской области;,644010,,, Омск г,, Маршала Жукова ул, д 72, корп 1,;(3812) 35-94-71;Режим работы понедельник - четверг: 09.00 - 18.00, пятница: 09.00 - 16.45, суббота, воскресенье: выходные дни.;55222;Межрайонная ИФНС России № 12 по Омской области;,644010,,, Омск г,, Маршала Жукова ул, д 72, корп 1,;(3812) 35-94-71;Режим работы понедельник - четверг: 09.00 - 18.00, пятница: 09.00 - 16.45, суббота, воскресенье: выходные дни.
5505;Межрайонная инспекция ФНС России № 4 по Омской области;,644020,,,Омск г,,Федора Крылова ул,2а,,;8-800-222-2222;Код ОКПО:33973580 Режим работы понедельник, среда: 9.00 - 18.00, вторник, четверг: 9.00 - 20.00, пятница: 9.00 - 16.45, субботы, воскресенье: выходные дни.;Казначейство России (ФНС России);52629402,52644402,52644404,52629404,52644407,52629407,52629408,52701000,52644413,52629409,52644416,52629410,52644419,52629413,52644421,52644422,52629157,52644425,52644428,52629419,52629000,52629151,52644429,52644430,52644431,52629424,52629425,52644433,52644434,52644000,52644435,52644437,52644440,52629428,52629431,52644443,52644452,52644444,52629437,52629438,52644449,52629440,52644455,52629443,52644153,52629450;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;55222;Межрайонная ИФНС России № 12 по Омской области;,644010,,, Омск г,, Маршала Жукова ул, д 72, корп 1,;(3812) 35-94-71;Режим работы понедельник - четверг: 09.00 - 18.00, пятница: 09.00 - 16.45, суббота, воскресенье: выходные дни.;55222;Межрайонная ИФНС России № 12 по Омской области;,644010,,, Омск г,, Маршала Жукова ул, д 72, корп 1,;(3812) 35-94-71;Режим работы понедельник - четверг: 09.00 - 18.00, пятница: 09.00 - 16.45, суббота, воскресенье: выходные дни.
5507;Межрайонная инспекция ФНС России № 8 по Омской области;,644015,,,Омск г,,Суворова ул,1а,,;8-800-222-2222;Код ОКПО:35860383 Режим работы понедельник, среда: 9.00 - 18.00, вторник, четверг: 9.00 - 20.00, пятница: 9.00 - 16.45, субботы, воскресенье: выходные дни.;Казначейство России (ФНС России);52601000,52601403,52650402,52601406,52659414,52632402,52656402,52659403,52615402,52656403,52656404,52642402,52601409,52642403,52636401,52646401,52630404,52615404,52636402,52636404,52659404,52642404,52656406,52630407,52648402,52648403,52648405,52642405,52601410,52632403,52701000,52630410,52650404,52632404,52659407,52648404,52642407,52636407,52630411,52632407,52601415,52626402,52632408,52659410,52632410,52615000,52615101,52636410,52656408,52650407,52653407,52615413,52636413,52626404,52636416,52656410,52648406,52632412,52656413,52659416,52626000,52626151,52659419,52615416,52653408,52615419,52646402,52636419,52653409,52642410,52653410,52659422,52656419,52636422,52630000,52630151,52615422,52646403,52632000,52632151,52630413,52636425,52656422,52636000,52636101,52636426,52653413,52646406,52656425,52648408,52626407,52656428,52615428,52650410,52646407,52653416,52632413,52626410,52642000,52642413,52656431,52648410,52642416,52630416,52646000,52646151,52626413,52615425,52630419,52642417,52636428,52648000,52648151,52653419,52653422,52601430,52632415,52650413,52650000,52650151,52626416,52656433,52650419,52659425,52650403,52615431,52648416,52601435,52653425,52636429,52656434,52630422,52653000,52653151,52646412,52626419,52656437,52632416,52656000,52656101,52615434,52636431,52653428,52650422,52646413,52656440,52601440,52650425,52650428,52636434,52630435,52632418,52659000,52659151,52626422,52632419,52646416,52646419,52626425;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;55222;Межрайонная ИФНС России № 12 по Омской области;,644010,,, Омск г,, Маршала Жукова ул, д 72, корп 1,;(3812) 35-94-71;Режим работы понедельник - четверг: 09.00 - 18.00, пятница: 09.00 - 16.45, суббота, воскресенье: выходные дни.;55222;Межрайонная ИФНС России № 12 по Омской области;,644010,,, Омск г,, Маршала Жукова ул, д 72, корп 1,;(3812) 35-94-71;Режим работы понедельник - четверг: 09.00 - 18.00, пятница: 09.00 - 16.45, суббота, воскресенье: выходные дни.
5543;Межрайонная инспекция ФНС России № 12 по Омской области;,644010,,,Омск г,,Маршала Жукова ул,72/1,,;8-800-222-2222, (3812) 95-14-74;Код ОКПО:81004267 Режим работы понедельник - четверг: 09.00 - 18.00, пятница: 09.00 - 16.45, суббота, воскресенье: выходные дни.;Казначейство России (ФНС России);52000000,52600000,52601000,52601400,52601403,52601406,52601409,52601410,52601415,52601430,52601435,52601440,52603000,52603100,52603151,52603400,52603402,52603404,52603407,52603410,52603413,52603416,52603419,52603422,52603423,52603425,52603428,52603431,52606000,52606400,52606401,52606402,52606404,52606416,52606417,52606419,52606425,52606428,52609000,52609100,52609151,52609400,52609402,52609404,52609407,52609413,52609414,52609419,52609422,52609425,52609426,52609428,52609431,52612000,52612400,52612402,52612404,52612407,52612410,52612416,52612419,52612422,52612425,52615000,52615100,52615101,52615400,52615402,52615404,52615413,52615416,52615419,52615422,52615425,52615428,52615431,52615434,52618000,52618100,52618101,52618400,52618404,52618407,52618408,52618410,52618413,52618416,52618419,52618422,52618424,52618428,52618431,52618437,52621000,52621400,52621402,52621407,52621408,52621409,52621413,52621416,52621419,52621422,52621424,52621425,52621428,52623000,52623100,52623151,52623400,52623402,52623404,52623407,52623410,52623413,52623416,52623419,52623422,52623425,52623428,52626000,52626100,52626151,52626400,52626402,52626404,52626407,52626410,52626413,52626416,52626419,52626422,52626425,52629000,52629100,52629151,52629157,52629400,52629402,52629404,52629407,52629408,52629409,52629410,52629413,52629419,52629424,52629425,52629428,52629431,52629437,52629438,52629440,52629443,52629450,52630000,52630100,52630151,52630400,52630404,52630407,52630410,52630411,52630413,52630416,52630419,52630422,52630435,52632000,52632100,52632151,52632400,52632402,52632403,52632404,52632407,52632408,52632410,52632412,52632413,52632415,52632416,52632418,52632419,52634000,52634100,52634151,52634400,52634402,52634404,52634407,52634410,52634413,52634416,52634417,52634419,52634422,52634425,52634428,52634431,52634434,52634440,52636000,52636100,52636101,52636400,52636401,52636402,52636404,52636407,52636410,52636413,52636416,52636419,52636422,52636425,52636426,52636428,52636429,52636431,52636434,52639000,52639400,52639402,52639406,52639407,52639410,52639413,52639416,52639418,52639419,52639422,52639425,52639428,52641000,52641100,52641151,52641152,52641400,52641402,52641404,52641407,52641408,52641409,52641413,52641415,52641416,52641440,52642000,52642400,52642402,52642403,52642404,52642405,52642407,52642410,52642413,52642416,52642417,52643000,52643100,52643151,52643400,52643402,52643404,52643407,52643410,52643411,52643413,52643419,52643422,52644000,52644100,52644153,52644400,52644402,52644404,52644407,52644413,52644416,52644419,52644421,52644422,52644425,52644428,52644429,52644430,52644431,52644433,52644434,52644435,52644437,52644440,52644443,52644444,52644449,52644452,52644455,52646000,52646100,52646151,52646400,52646401,52646402,52646403,52646406,52646407,52646412,52646413,52646416,52646419,52648000,52648100,52648151,52648400,52648402,52648403,52648404,52648405,52648406,52648408,52648410,52648416,52650000,52650100,52650151,52650400,52650402,52650403,52650404,52650407,52650410,52650413,52650419,52650422,52650425,52650428,52651000,52651100,52651151,52651400,52651402,52651404,52651405,52651407,52651410,52651412,52651413,52651416,52652000,52652400,52652402,52652404,52652407,52652410,52652413,52652416,52652419,52652422,52652425,52652427,52652431,52653000,52653100,52653151,52653400,52653407,52653408,52653409,52653410,52653413,52653416,52653419,52653422,52653425,52653428,52654000,52654100,52654101,52654400,52654401,52654402,52654404,52654407,52654410,52654413,52654416,52654419,52654428,52654431,52654434,52654437,52654440,52654443,52654446,52654449,52654450,52654451,52654452,52654456,52655000,52655100,52655151,52655400,52655402,52655404,52655405,52655407,52655410,52655413,52655416,52655419,52655420,52655422,52655428,52655431,52655437,52656000,52656100,52656101,52656400,52656402,52656403,52656404,52656406,52656408,52656410,52656413,52656419,52656422,52656425,52656428,52656431,52656433,52656434,52656437,52656440,52657000,52657400,52657402,52657404,52657407,52657410,52657413,52657416,52657419,52657422,52657425,52657428,52657432,52657435,52657438,52658000,52658100,52658151,52658400,52658402,52658404,52658407,52658410,52658416,52658419,52658422,52658425,52658429,52658431,52659000,52659100,52659151,52659400,52659403,52659404,52659407,52659410,52659414,52659416,52659419,52659422,52659425,52700000,52701000;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;55222;Межрайонная ИФНС России № 12 по Омской области;,644010,,, Омск г,, Маршала Жукова ул, д 72, корп 1,;(3812) 35-94-71;Режим работы понедельник - четверг: 09.00 - 18.00, пятница: 09.00 - 16.45, суббота, воскресенье: выходные дни.;55222;Межрайонная ИФНС России № 12 по Омской области;,644010,,, Омск г,, Маршала Жукова ул, д 72, корп 1,;(3812) 35-94-71;Режим работы понедельник - четверг: 09.00 - 18.00, пятница: 09.00 - 16.45, суббота, воскресенье: выходные дни.
5600;Управление ФНС России по Оренбургской области;,460021,,,Оренбург г,,60 лет Октября ул,11а,,;(3532) 32-36-01;Код ОКПО:11925882 Время работы: пн-чт 08:30-17:30, пт 08:30-16:15. Перерыв 13.00-13.45.;Казначейство России (ФНС России);53000000;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;56175;Межрайонная ИФНС России № 10 по Оренбургской области;,460019,,, Оренбург г,, Шарлыкское ш, д 1/2,,;(3532)32-36-28 добавочный 42-00;Время работы: пн-чт 8.30-17.30, пт 8.30-16.15. Перерыв 13.00-13.45 (прием и выдача документов без перерыва);;;;;
5603;Межрайонная инспекция ФНС России №3 по Оренбургской области;,461049,Оренбургская обл,,Бузулук г,,Суворова ул,70,,;8-800-222-22-22, (35342) 3-05-06;Код ОКПО:74718109 Время работы опер. зала: пн-чт: 09:00-18:00, пт: 09:00-16:45, без обеда. Прием отчетности по вт и чт до 20:00. Режим работы инспекции: пн-чт: 8:30-17:30, пт: 8:30-16:15, обед: 13:00-13:45.;Казначейство России (ФНС России);53704000,53606402,53652402,53638403,53652404,53638404,53606404,53638405,53623402,53606410,53638406,53627404,53638407,53606413,53652406,53606416,53652408,53606419,53627407,53652410,53638410,53652413,53623000,53627410,53627411,53638413,53652422,53606422,53627413,53652426,53652427,53643404,53607000,53708000,53643402,53606000,53625402,53656402,53611000,53612000,53625407,53625410,53625413,53712000,53615000,53625416,53656403,53625422,53656404,53656407,53656410,53643407,53625425,53656413,53625428,53643410,53643413,53625000,53625431,53643416,53625434,53625437,53625440,53627000,53625446,53643419,53643422,53643425,53656419,53643428,53656425,53656428,53656429,53636000,53625449,53638000,53656432,53656434,53625455,53643431,53643434,53656437,53643000,53643437,53643443,53656443,53652000,53656000,53656446,53727000,53611402,53607402,53612402,53615402,53607404,53607407,53607410,53612403,53612407,53615404,53607413,53636402,53615406,53612413,53611409,53611410,53612417,53612419,53615408,53612422,53611413,53607416,53623404,53612425,53623410,53611419,53607418,53615410,53612427,53612428,53611425,53636404,53612431,53607419,53612434,53607422,53607425,53636408,53612437,53612439,53636411,53607428,53636413,53611431,53612441,53607431,53623416,53611434,53623419,53612443,53615413,53607434,53612446,53623422,53611436,53612449,53636415,53615416,53611443,53623424,53615437,53612452,53615419,53623425,53611446,53623428,53612458,53612461,53623431,53612462,53623434,53636416,53636417,53636419,53611455,53615422,53607437,53623437,53636422,53636425,53636428,53611458,53612464,53607440,53607443,53623440,53615425,53612467,53615431,53612470,53623443,53607446,53612473,53612476,53636431,53636434,53607449,53636437,53612480,53607448,53607452,53623446,53611407,53643440,53656430,53656440,53638416,53638419,53627416,53627419,53606425,53627422,53627425,53652428,53652431,53638422,53652434,53652437,53652440,53638425,53606431,53638428,53652442,53627428,53652443,53638431,53638434,53627430,53627431,53627432,53652446,53606434,53627434,53652449,53606437,53638437,53606440,53606443,53606445;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;56175;Межрайонная ИФНС России № 10 по Оренбургской области;,460019,,, Оренбург г,, Шарлыкское ш, д 1/2,,;(3532)32-36-28 добавочный 42-00;Время работы: пн-чт 8.30-17.30, пт 8.30-16.15. Перерыв 13.00-13.45 (прием и выдача документов без перерыва);56175;Межрайонная ИФНС России № 10 по Оренбургской области;,460019,,, Оренбург г,, Шарлыкское ш, д 1/2,,;(3532)32-36-28 добавочный 42-00;Время работы: пн-чт 8.30-17.30, пт 8.30-16.15. Перерыв 13.00-13.45 (прием и выдача документов без перерыва)
5609;Межрайонная Инспекция ФНС России № 12 по Оренбургской области;,460005,,,Оренбург г,,Шевченко ул,26/2,,;8-800-222-22-22, (3532) 32-36-05;Код ОКПО:11925922 Время работы опер. зала: пн-чт: 09:00-18:00, пт: 09:00-16:45, без обеда. Прием отчетности по вт и чт до 20:00. Режим работы инспекции: пн-чт: 8:30-17:30, пт: 8:30-16:15, обед: 13:00-13:45.;Казначейство России (ФНС России);53701000;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;56175;Межрайонная ИФНС России № 10 по Оренбургской области;,460019,,, Оренбург г,, Шарлыкское ш, д 1/2,,;(3532)32-36-28 добавочный 42-00;Время работы: пн-чт 8.30-17.30, пт 8.30-16.15. Перерыв 13.00-13.45 (прием и выдача документов без перерыва);56175;Межрайонная ИФНС России № 10 по Оренбургской области;,460019,,, Оренбург г,, Шарлыкское ш, д 1/2,,;(3532)32-36-28 добавочный 42-00;Время работы: пн-чт 8.30-17.30, пт 8.30-16.15. Перерыв 13.00-13.45 (прием и выдача документов без перерыва)
5610;Межрайонная Инспекция ФНС России № 13 по Оренбургской области;,460051,,,Оренбург г,,Гагарина пр-кт,27/1,,;8-800-222-22-22, (3532) 32-36-09;Код ОКПО:11925899 Время работы опер. зала: пн-чт: 09:00-18:00, пт: 09:00-16:45, без обеда. Прием отчетности по вт и чт до 20:00. Режим работы инспекции: пн-чт: 8:30-17:30, пт: 8:30-16:15, обед: 13:00-13:45.;Казначейство России (ФНС России);53701000;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;56175;Межрайонная ИФНС России № 10 по Оренбургской области;,460019,,, Оренбург г,, Шарлыкское ш, д 1/2,,;(3532)32-36-28 добавочный 42-00;Время работы: пн-чт 8.30-17.30, пт 8.30-16.15. Перерыв 13.00-13.45 (прием и выдача документов без перерыва);56175;Межрайонная ИФНС России № 10 по Оренбургской области;,460019,,, Оренбург г,, Шарлыкское ш, д 1/2,,;(3532)32-36-28 добавочный 42-00;Время работы: пн-чт 8.30-17.30, пт 8.30-16.15. Перерыв 13.00-13.45 (прием и выдача документов без перерыва)
5614;Межрайонная Инспекция ФНС России № 14 по Оренбургской области;,462411,Оренбургская обл,,Орск г,,Станиславского ул,49,,;8-800-222-22-22, (3537) 22-40-57;Код ОКПО:74771512 Время работы опер. зала: пн-чт: 09:00-18:00, пт: 09:00-16:45, без обеда. Прием отчетности по вт и чт до 20:00. Режим работы инспекции: пн-чт: 8:30-17:30, пт: 8:30-16:15, обед: 13:00-13:45.;Казначейство России (ФНС России);53714000,53732000,53642402,53617404,53630402,53642407,53630404,53642410,53630406,53617408,53617407,53630408,53642413,53617413,53630413,53622402,53622410,53622413,53622416,53622417,53622419,53622422,53622431,53622404,53604000,53715000,53720000,53723000,53755000,53617000,53622000,53630000,53642000,53713000,53604401,53604402,53604404,53604410,53604416,53604419,53604422,53604425,53604428,53604440,53604450,53630414,53642416,53617419,53630415,53642418,53642419,53642422,53642425,53630419,53630440;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;56175;Межрайонная ИФНС России № 10 по Оренбургской области;,460019,,, Оренбург г,, Шарлыкское ш, д 1/2,,;(3532)32-36-28 добавочный 42-00;Время работы: пн-чт 8.30-17.30, пт 8.30-16.15. Перерыв 13.00-13.45 (прием и выдача документов без перерыва);56175;Межрайонная ИФНС России № 10 по Оренбургской области;,460019,,, Оренбург г,, Шарлыкское ш, д 1/2,,;(3532)32-36-28 добавочный 42-00;Время работы: пн-чт 8.30-17.30, пт 8.30-16.15. Перерыв 13.00-13.45 (прием и выдача документов без перерыва)
5638;Межрайонная инспекция ФНС России №7 по Оренбургской области;,460018,Оренбургская обл,,Оренбург г,,Орлова ул,133,,;8-800-222-22-22, (3532) 32-36-23;Код ОКПО:74719126 Время работы опер. зала: пн-чт: 09:00-18:00, пт: 09:00-16:45, без обеда. Прием отчетности по вт и чт до 20:00. Режим работы инспекции: пн-чт: 8:30-17:30, пт: 8:30-16:15, обед: 13:00-13:45.;Казначейство России (ФНС России);53637404,53725000,53641402,53651402,53653402,53634402,53640402,53631402,53640404,53640407,53631403,53653404,53653407,53651404,53634405,53651407,53651408,53634404,53641404,53641407,53640410,53634406,53641410,53651413,53641413,53631404,53634407,53653410,53634413,53640411,53637407,53640413,53653413,53641416,53651416,53634416,53634419,53637411,53637410,53653416,53634422,53641419,53651419,53634425,53640416,53634428,53641422,53637416,53651422,53637419,53653419,53640417,53631410,53634431,53637420,53631413,53631416,53631419,53631422,53634432,53637422,53640419,53605401,53605000,53610000,53619402,53619404,53619000,53619407,53619410,53619416,53619419,53619422,53631000,53619425,53633000,53634000,53637000,53619427,53619428,53619431,53640000,53641000,53619434,53619437,53619440,53651000,53653000,53605402,53610402,53610404,53610407,53610410,53605404,53610416,53610419,53610420,53605407,53610422,53605410,53605413,53610425,53610428,53605419,53605421,53605422,53605425,53610431,53605428,53605431,53605432,53605434,53605437,53605440,53619445,53631428,53641425,53634434,53631431,53634437,53641428,53634440,53640422,53651425,53631432,53641431,53641434,53634445,53637424,53641440,53631434,53634446,53631437,53637425,53634450,53634448,53651428,53634449,53634452,53653422,53651431,53653425,53637428,53631440,53637431,53640425,53641444,53640428,53633402,53633404,53633407,53633413,53633416,53633419,53633422,53633428,53633431,53633434,53633437,53633440,53633443,53633446,53634455,53634454,53641443,53631443,53631446,53641446,53637434,53634456,53651434,53651437,53634457,53631449,53640434,53637437,53653428,53651440,53640437,53653431,53651443,53653434,53653435,53640440,53641449,53631452,53653437,53634458,53641452,53641455,53634461,53651446,53637440,53634464,53651449,53634468,53637443,53634470,53637446,53631455,53651452;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;56175;Межрайонная ИФНС России № 10 по Оренбургской области;,460019,,, Оренбург г,, Шарлыкское ш, д 1/2,,;(3532)32-36-28 добавочный 42-00;Время работы: пн-чт 8.30-17.30, пт 8.30-16.15. Перерыв 13.00-13.45 (прием и выдача документов без перерыва);56175;Межрайонная ИФНС России № 10 по Оренбургской области;,460019,,, Оренбург г,, Шарлыкское ш, д 1/2,,;(3532)32-36-28 добавочный 42-00;Время работы: пн-чт 8.30-17.30, пт 8.30-16.15. Перерыв 13.00-13.45 (прием и выдача документов без перерыва)
